what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365053419218
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053419484
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053425921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365053446890
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053449203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365053470593
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053476437
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053476437
error,log,,,"未処理のイベント・ループ例外",1365053496140
error,log,,,"未処理のイベント・ループ例外",1365053499375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365053559000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365053567234
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1365053569515
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365053571843
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053574625
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1365053575875
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1365053594218
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1365053617109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053619640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053619812
error,log,,,"未処理のイベント・ループ例外",1365053627187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1365053630828
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1365053632015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1365053632296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1365053632703
error,log,,,"current state was null - this shouldn't have happened!",1365053633218
error,log,,,"未処理のイベント・ループ例外",1365053634531
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1365053643109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1365053644156
error,log,,,"current state was null - this shouldn't have happened!",1365053646515
error,log,,,"未処理のイベント・ループ例外",1365053648875
error,log,,,"current state was null - this shouldn't have happened!",1365053649078
error,log,,,"未処理のイベント・ループ例外",1365053649078
error,log,,,"current state was null - this shouldn't have happened!",1365053649515
error,log,,,"未処理のイベント・ループ例外",1365053649531
error,log,,,"current state was null - this shouldn't have happened!",1365053650046
error,log,,,"未処理のイベント・ループ例外",1365053650046
error,log,,,"current state was null - this shouldn't have happened!",1365053653265
error,log,,,"未処理のイベント・ループ例外",1365053653265
error,log,,,"current state was null - this shouldn't have happened!",1365053655671
error,log,,,"未処理のイベント・ループ例外",1365053657906
error,log,,,"current state was null - this shouldn't have happened!",1365053659687
error,log,,,"未処理のイベント・ループ例外",1365053664562
error,log,,,"current state was null - this shouldn't have happened!",1365053664593
error,log,,,"未処理のイベント・ループ例外",1365053664593
error,log,,,"current state was null - this shouldn't have happened!",1365053664625
error,log,,,"未処理のイベント・ループ例外",1365053664625
error,log,,,"current state was null - this shouldn't have happened!",1365053664656
error,log,,,"未処理のイベント・ループ例外",1365053664656
error,log,,,"current state was null - this shouldn't have happened!",1365053665343
error,log,,,"未処理のイベント・ループ例外",1365053665343
error,log,,,"current state was null - this shouldn't have happened!",1365053669453
error,log,,,"未処理のイベント・ループ例外",1365053670203
error,log,,,"current state was null - this shouldn't have happened!",1365053670421
error,log,,,"未処理のイベント・ループ例外",1365053670421
error,log,,,"current state was null - this shouldn't have happened!",1365053670718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365053675390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365053683687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053698828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053706328
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365053708078
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1365053710281
error,log,,,"Internal error logged from JDI Debug: ",1365053710750
error,log,,,"Internal error logged from JDI Debug: ",1365053710750
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365053711296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053716406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053733781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053737843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053740875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053788125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365053799062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365053804265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053808531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053812421
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365053813671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053816828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053819359
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365053819375
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053823234
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1365053824359
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365053828828
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1365053831375
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365053832000
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365053834046
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1365053835218
error,log,,,"Internal error logged from JDI Debug: ",1365053835687
error,log,,,"Internal error logged from JDI Debug: ",1365053835703
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365053836234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053841765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365053866203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365053868953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365053871437
