what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1365121057375
error,log,,,"Core exception while retrieving the content description",1365121057375
error,log,,,"Core exception while retrieving the content description",1365121057375
error,log,,,"Core exception while retrieving the content description",1365121057375
error,log,,,"Core exception while retrieving the content description",1365121058265
error,log,,,"Core exception while retrieving the content description",1365121058265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365121065578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365121066421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365121066468
error,log,,,"Core exception while retrieving the content description",1365121090093
error,log,,,"Core exception while retrieving the content description",1365121090093
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365121116078
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1365121128843
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1365121128890
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1365121128906
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1365121128953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365121141093
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365121174593
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1365121199500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365121199843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365121200328
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1365121200343
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1365121200406
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1365121200500
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1365121200500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365121238031
