what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128594296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128602187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128606140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128608750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128632796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128708921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365128725265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365128734843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365128771703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365128783812
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1365128787312
error,log,,,"Core exception while retrieving the content description",1365128788796
error,log,,,"Core exception while retrieving the content description",1365128788796
error,log,,,"Core exception while retrieving the content description",1365128788796
error,log,,,"Core exception while retrieving the content description",1365128788796
error,log,,,"Core exception while retrieving the content description",1365128788812
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1365128798109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128813968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128883343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365128886593
error,log,,,"Core exception while retrieving the content description",1365128891578
error,log,,,"Core exception while retrieving the content description",1365128891609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365128891703
error,log,,,"Core exception while retrieving the content description",1365128892203
error,log,,,"Core exception while retrieving the content description",1365128892203
error,log,,,"Core exception while retrieving the content description",1365128892234
error,log,,,"Core exception while retrieving the content description",1365128892234
error,log,,,"Core exception while retrieving the content description",1365128892234
error,log,,,"Core exception while retrieving the content description",1365128910437
error,log,,,"Core exception while retrieving the content description",1365128910468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365128910546
error,log,,,"Core exception while retrieving the content description",1365128911062
error,log,,,"Core exception while retrieving the content description",1365128911062
error,log,,,"Core exception while retrieving the content description",1365128911062
error,log,,,"Core exception while retrieving the content description",1365128911062
error,log,,,"Core exception while retrieving the content description",1365128911062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128911937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128989875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365128992625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129047531
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1365129050000
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1365129050796
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1365129050796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365129055281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365129072328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365129123781
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1365129151000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365129156765
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365129157843
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1365129161109
error,log,,,"Core exception while retrieving the content description",1365129161546
error,log,,,"Core exception while retrieving the content description",1365129161546
error,log,,,"Core exception while retrieving the content description",1365129161546
error,log,,,"Core exception while retrieving the content description",1365129161546
error,log,,,"Core exception while retrieving the content description",1365129161546
error,log,,,"Core exception while retrieving the content description",1365129162156
error,log,,,"Core exception while retrieving the content description",1365129162156
error,log,,,"Core exception while retrieving the content description",1365129162156
error,log,,,"Core exception while retrieving the content description",1365129162156
error,log,,,"Core exception while retrieving the content description",1365129162156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365129162437
error,log,,,"Core exception while retrieving the content description",1365129165296
error,log,,,"Core exception while retrieving the content description",1365129165296
error,log,,,"Core exception while retrieving the content description",1365129165296
error,log,,,"Core exception while retrieving the content description",1365129165296
error,log,,,"Core exception while retrieving the content description",1365129165296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129168015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129182468
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365129190593
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1365129190796
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365129206687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129383718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129423375
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1365129423671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129427453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129440375
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365129440453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129446515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129469593
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365129472734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129492593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129621125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1365129622875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129628484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365129636703
