what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"ja_JP",1365035298921
processors,sysinfo,,,"2",1365035298921
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1365035298921
java.runtime.version,sysinfo,,,"1.7.0_10-b18",1365035298921
java.specification.name,sysinfo,,,"Java Platform API Specification",1365035298921
java.specification.vendor,sysinfo,,,"Oracle Corporation",1365035298921
java.specification.version,sysinfo,,,"1.7",1365035298921
java.vendor,sysinfo,,,"Oracle Corporation",1365035298921
java.version,sysinfo,,,"1.7.0_10",1365035298921
java.vm.info,sysinfo,,,"mixed mode",1365035298921
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1365035298921
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1365035298921
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1365035298921
java.vm.specification.version,sysinfo,,,"1.7",1365035298921
java.vm.vendor,sysinfo,,,"Oracle Corporation",1365035298921
java.vm.version,sysinfo,,,"23.6-b04",1365035298921
executed,command,net.sourceforge.vrapper.eclipse,0.30.0,"net.sourceforge.vrapper.eclipse.commands.toggle",1365035299437
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1365035299656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365035302250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365035302765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365035593250
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365035596468
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1365035596484
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1365035596500
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1365035596609
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1365035596656
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1365035596656
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1365035596718
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1365035596718
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1365035596984
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365035607765
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365035620781
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365035630562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365035630765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365035639750
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365035639765
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365035643578
